freq,indic_ur,location_code,time_period,obs_value,obs_flag,conf_status,city_name,country_code,country_name,year,indicator,indicator_desc
A,EC1010V,BG013C,2016,2135.0,,,BG013C,BG,,2016,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG013C,2017,1690.0,,,BG013C,BG,,2017,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG013C,2018,1647.0,,,BG013C,BG,,2018,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG013C,2019,1318.0,e,,BG013C,BG,,2019,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG013C,2020,1422.0,e,,BG013C,BG,,2020,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG013C,2021,2274.0,,,BG013C,BG,,2021,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG013C,2022,1491.0,e,,BG013C,BG,,2022,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG014C,2015,2941.0,,,BG014C,BG,,2015,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG014C,2016,2205.0,,,BG014C,BG,,2016,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG014C,2017,1743.0,,,BG014C,BG,,2017,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG014C,2018,1703.0,,,BG014C,BG,,2018,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG014C,2019,1370.0,e,,BG014C,BG,,2019,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG014C,2020,1472.0,e,,BG014C,BG,,2020,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG014C,2021,2287.0,,,BG014C,BG,,2021,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG014C,2022,1587.0,e,,BG014C,BG,,2022,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG015C,2015,2769.0,,,BG015C,BG,,2015,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG015C,2016,2086.0,,,BG015C,BG,,2016,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG015C,2017,1647.0,,,BG015C,BG,,2017,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG015C,2018,1611.0,,,BG015C,BG,,2018,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG015C,2019,1301.0,e,,BG015C,BG,,2019,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG015C,2020,1409.0,e,,BG015C,BG,,2020,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG015C,2021,2140.0,,,BG015C,BG,,2021,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG015C,2022,1358.0,e,,BG015C,BG,,2022,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG016C,2015,2969.0,,,BG016C,BG,,2015,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG016C,2016,2566.0,,,BG016C,BG,,2016,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG016C,2017,2212.0,,,BG016C,BG,,2017,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG016C,2018,1599.0,,,BG016C,BG,,2018,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG016C,2019,1477.0,e,,BG016C,BG,,2019,unemployed_total,"Persons unemployed, total"
